instance_id,ieee_case,row,column,matrix_value,absolute_matrix_value,sensitivity_mean,sensitivity_worst_case,candidate_status,selection_data_split
ieee14_eval_seed_14101_block_8x8,ieee14,0,0,-576.892563357665,576.892563357665,0.04101653435154345,0.13484262790556972,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,0,1,0.0,0.0,0.0,0.0,zero,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,0,2,0.0,0.0,0.0,0.0,zero,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,0,3,-157.80056002543148,157.80056002543148,0.02026375012747901,0.05552396456546607,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,0,4,284.1818819116155,284.1818819116155,0.021144953513144337,0.04563923068105295,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,0,5,-133.13856310167012,133.13856310167012,0.011419793749762423,0.029023001327724177,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,0,6,0.0,0.0,0.0,0.0,zero,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,0,7,-13.163436682576261,13.163436682576261,0.0012345564996632283,0.00455291328592102,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,1,0,1094.9507952096546,1094.9507952096546,0.10463045416286619,0.4299406339105949,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,1,1,-173.04751006639248,173.04751006639248,0.02671087377772742,0.13477015730370526,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,1,2,-185.9621289786086,185.9621289786086,0.04264169840523006,0.09244742670848587,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,1,3,-188.76801147031753,188.76801147031753,0.038777532086269814,0.13479443729714213,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,1,4,-215.70386321364018,215.70386321364018,0.02421474530025619,0.05956360212748058,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,1,5,339.6103666612776,339.6103666612776,0.04472747321211649,0.13649990832378686,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,1,6,-41.66421029084607,41.66421029084607,0.0065911310471127894,0.030366135141337576,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,1,7,-45.98373972871217,45.98373972871217,0.0067368678016896605,0.026945751149445297,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,2,0,-174.78249230415875,174.78249230415875,0.020241318188503554,0.0499486412753193,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,2,1,-178.42622908190665,178.42622908190665,0.022792471001410453,0.09432462083898846,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,2,2,1342.142784299504,1342.142784299504,0.061104968544631134,0.17231783770862694,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,2,3,-746.4090819465537,746.4090819465537,0.0508476271972826,0.18086177029857223,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,2,4,0.0,0.0,0.0,0.0,zero,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,2,5,-73.33523445450969,73.33523445450969,0.0019067833152019557,0.007828550096428232,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,2,6,345.4862382192397,345.4862382192397,0.010457355122448253,0.04556252843488275,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,2,7,-248.55751816544137,248.55751816544137,0.006946785213015964,0.02627285174026439,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,3,0,-180.07713666624497,180.07713666624497,0.021511695529172956,0.09477237217696766,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,3,1,0.0,0.0,0.0,0.0,zero,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,3,2,-756.86682503061,756.86682503061,0.0478790269208459,0.279259096692455,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,3,3,1238.0403794604208,1238.0403794604208,0.054011197612886974,0.24964558306321616,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,3,4,-56.609286064255436,56.609286064255436,0.0012731724813361547,0.004715916326125166,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,3,5,-70.70926368494241,70.70926368494241,0.001639228211974496,0.007317934255961379,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,3,6,-217.512764149506,217.512764149506,0.005813361607955859,0.028502100852053954,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,3,7,321.6105887451982,321.6105887451982,0.008025531271814873,0.034217372083625686,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,4,0,138.7142091513668,138.7142091513668,0.017297884475590785,0.055944661305564046,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,4,1,-0.0,0.0,0.0,0.0,zero,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,4,2,-0.0,0.0,0.0,0.0,zero,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,4,3,13.493126953637653,13.493126953637653,0.0008939122313744425,0.003562256518590832,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,4,4,688.4309592266865,688.4309592266865,0.009256906761484496,0.025526855788469284,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,4,5,-553.7042486084915,553.7042486084915,0.015991398878584202,0.03987286601718518,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,4,6,0.0,0.0,0.0,0.0,zero,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,4,7,-153.94487041492218,153.94487041492218,0.004388912074796237,0.016557313180542068,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,5,0,-335.20059367613186,335.20059367613186,0.03532952062374543,0.10961736872415069,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,5,1,16.12852463911205,16.12852463911205,0.002299242807367175,0.010609820829364024,candidate,training_only
ieee14_eval_seed_14101_block_8x8,ieee14,5,2,42.484644461218835,42.484644461218835,0.004218926984787054,0.014361989000765248,candidate,training_only
