instance_id,ieee_case,residual_seed,split,residual_fingerprint,residual_norm,residual_file,generation_source,generation_status,failure_reason
ieee14_eval_seed_14101_block_8x8,ieee14,1402000,held_out,435184d77755126e00b125dc4dcd11f85802eb3876a5c4dee1222b92fea0332d,16.575134405017515,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402000.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402001,held_out,e77c1ffb5ce7481c24524a07b3be17d244e499ab780ffe046bb46dc617a0e43d,15.976189033241825,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402001.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402002,held_out,8c16ad654646b2c30867fb9087a78b0c4605a375ad1b5a5d6ce6dfbb1264f306,18.966932596671576,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402002.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402003,held_out,200b51edf93d2f69c3bf7866213990637c2b74f22b09fb5f9cf815da4f79a278,17.67956775893316,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402003.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402004,held_out,5d4d289b323a46dab8151877432da8f6c4c531a612d0e4d4bdc0f268b5671ba4,11.078924244605703,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402004.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402005,held_out,cec89c8f9ae3f0da96aea3995066be11ea04e47fcbcfc19f2a56a8bf888ef509,28.72207375251553,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402005.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402006,held_out,81bfd9137a0a7fc6c29a2fa79ed70d58bae03bcf3f20ae2e9b6ef19dc3befbdf,16.18569848661908,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402006.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402007,held_out,d4714f92887f1d3654de6df82fa1ddbb8f412f8a11b45df56feaa1ed37f6e970,25.0256985063443,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402007.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402008,held_out,eb57edfea502111d71cfd45e0d4eb1141a244f12abc9954e038e22e5bbef4ae3,19.58441314154927,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402008.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402009,held_out,921d976e7f212eb015a50c55d340e3cfacea0eb42c31f6f7841449977bbe2ec9,12.774224298976549,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402009.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402010,held_out,70da7f79a7c6f7a88c9ad44caebfa8059a1a78798c9d905e0d41b419dbafdc3e,19.640293375797032,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402010.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402011,held_out,b42eb7681ac5ef50fad8408071731abd0d5cd3f2f757ccadfc9309ff1002c21a,32.419253991904924,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402011.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402012,held_out,b871a3a0f9f0631464886f3cae2d47d0d9ec295d0ecbb4633b1160248c16126b,21.830179399952478,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402012.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402013,held_out,60e72c863db5581f797f7895de7fc715fc7ba50fd72a7ae2578c62f07954fbd8,10.514097278864007,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402013.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402014,held_out,2848649f4df53ad4efc491f0bc18337e948856f80e03cc73ecc6923ba2981048,9.501730406355795,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402014.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402015,held_out,0f0dba36efb72f3bdc03b2fc3929f909086e633301a2efe506ef18d0659a909e,14.226863698556317,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402015.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402016,held_out,c0ad49a40d136e87a41fb53801748293a9291c2a55547daf6a567d18c01ddd7d,12.302158262100875,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402016.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402017,held_out,81d58ee18cdc17e59b1defb49467a435aa2050db0fd10b3396055486c01e1b52,10.747352317924385,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402017.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402018,held_out,6aeaded3eb5c2f6db0564819142b6a8a574be89fe0e560f4f0a48e1b8cbeb651,12.062130772496598,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402018.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1402019,held_out,4b181db63b9b18aea58be680c03a3174943242048662c4869f7e48be6267477f,17.485536893399892,residual_banks/ieee14_eval_seed_14101_block_8x8/held_out_seed_1402019.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1401000,training,82e2bad6b24e041ab0e59c743e7a36966a44a318d006f0964e423271ad66f31e,20.775078864747744,residual_banks/ieee14_eval_seed_14101_block_8x8/training_seed_1401000.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1401001,training,cb64930c839501fda1b924a5cd658e3b0d1a2c97357d69fd5ed8d2a4f332ffeb,13.311497648498207,residual_banks/ieee14_eval_seed_14101_block_8x8/training_seed_1401001.npy,ieee14_pypower_ac_weighted_jacobian,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,1401002,training,b28dc62210f753a2c7c5796e55f8702d501f40ebb7a204e4e5f2c1d9dd2dd050,12.337851551071077,residual_banks/ieee14_eval_seed_14101_block_8x8/training_seed_1401002.npy,ieee14_pypower_ac_weighted_jacobian,completed,
